chr	start	end	co_num	marker_den	te_prop
chr03	11100000	11150000	0	0.04	0.02306
chr03	11150000	11200000	0	0.06	0
chr03	11200000	11250000	0	0.08	0
chr03	11250000	11300000	0	0	0.0955
chr03	11300000	11350000	0	0.02	0.15592
chr03	11350000	11400000	0	0.06	0.11684
chr03	11400000	11450000	0	0	0.0603
chr03	11450000	11500000	1	0.02	0.0351
chr03	11500000	11550000	0	0.06	0
chr03	11550000	11600000	1	0.08	0
chr03	11600000	11650000	1	0.04	0.08642
chr03	11650000	11700000	1	0.04	0.0157
chr03	11700000	11750000	0	0.04	0.12076
chr03	11750000	11800000	1	0.04	0.1614
chr03	11800000	11850000	0	0.1	0.07054
chr03	11850000	11900000	1	0.06	0.10054
chr03	11900000	11950000	0	0.06	0
chr03	11950000	12000000	1	0.06	0.12542
chr03	12000000	12050000	0	0.08	0.06438
chr03	12050000	12100000	1	0.08	0.18754
chr03	12100000	12150000	0	0.06	0
chr03	12150000	12200000	0	0.06	0.12362
chr03	12200000	12250000	0	0.02	0.3811
chr03	12250000	12300000	0	0.08	0
chr03	12300000	12350000	0	0.1	0
chr03	12350000	12400000	0	0.08	0.07534
chr03	12400000	12450000	0	0.08	0
chr03	12450000	12500000	0	0.06	0
chr03	12500000	12550000	1	0.02	0
chr03	12550000	12600000	1	0.08	0
chr03	12600000	12650000	1	4.12	0
chr03	12650000	12700000	0	0.9	0.13126
chr03	12700000	12750000	0	3.8	0.00904
chr03	12750000	12800000	0	4.7	0.1764
chr03	12800000	12850000	1	5.44	0
chr03	12850000	12900000	0	4.52	0.1148
chr03	12900000	12950000	1	10.74	0
chr03	12950000	13000000	0	4.44	0
chr03	13000000	13050000	0	7.12	0
chr03	13050000	13100000	0	6.58	0
chr03	13100000	13150000	1	5.86	0.0965
chr03	13150000	13200000	0	0.08	0
chr03	13200000	13250000	0	0.06	0.42554
chr03	13250000	13300000	0	0.04	0.11074
chr03	13300000	13350000	0	0.04	0.28714
chr03	13350000	13400000	0	0	0.40884
chr03	13400000	13450000	0	0	0.37194
chr03	13450000	13500000	0	0	0.50522
chr03	13500000	13550000	0	0.02	0.42468
chr03	13550000	13600000	0	0.12	0.02214
chr03	13600000	13650000	0	0.04	0.1376
chr03	13650000	13700000	2	1.84	0.20184
chr03	13700000	13750000	0	0.38	0
chr03	13750000	13800000	2	0.22	0.16442
chr03	13800000	13850000	1	1.78	0.29082
chr03	13850000	13900000	0	0.3	0.18786
chr03	13900000	13950000	0	3	0
chr03	13950000	14000000	0	0.36	0.18342
chr03	14000000	14050000	1	0	0.09604
chr03	14050000	14100000	0	0.02	0
chr03	14100000	14150000	1	0.12	0.1554
chr03	14150000	14200000	0	1.74	0
chr03	14200000	14250000	0	1.24	0
chr03	14250000	14300000	0	0.46	0.13082
chr03	14300000	14350000	2	0.04	0.08944
chr03	14350000	14400000	0	0.98	0.16086
chr03	14400000	14450000	0	0	0.1406
chr03	14450000	14500000	1	6.48	0
chr03	14500000	14550000	0	4.84	0.03032
chr03	14550000	14600000	0	4.76	0
chr03	14600000	14650000	1	3.66	0.19826
chr03	14650000	14700000	0	5.74	0
chr03	14700000	14750000	0	3.18	0.08222
chr03	14750000	14800000	0	0.18	0
chr03	14800000	14850000	0	0.08	0.0973
chr03	14850000	14900000	0	3.32	0
chr03	14900000	14950000	3	0.02	0.09972
chr03	14950000	15000000	1	0.1	0.0135
chr03	15000000	15050000	0	9.48	0.1603
chr03	15050000	15100000	1	1.82	0.59436
chr03	15100000	15150000	0	2.56	0
chr03	15150000	15200000	0	0.04	0.15494
chr03	15200000	15250000	0	0.06	0.29898
chr03	15250000	15300000	1	0	0.34656
chr03	15300000	15350000	0	0	0.09584
chr03	15350000	15400000	0	1.72	0.1573
chr03	15400000	15450000	0	3.64	0
chr03	15450000	15500000	0	1.34	0
chr03	15500000	15550000	0	0	0.18338
chr03	15550000	15600000	0	0	0
chr03	15600000	15650000	0	0	0.01326
chr03	15650000	15700000	0	0	0.06228
chr03	15700000	15750000	0	0	0.16652
chr03	15750000	15800000	0	0	0.13638
chr03	15800000	15850000	0	0	0.08158
chr03	15850000	15900000	0	0	0.3656
chr03	15900000	15950000	0	0	0.00014
chr03	15950000	16000000	0	0	0.01786
chr03	16000000	16050000	7	0	0.30978
chr03	16050000	16100000	0	0	0.1346
chr03	16100000	16150000	0	0	0.20032
chr03	16150000	16200000	0	0	0.08532
chr03	16200000	16250000	0	0	0.19362
chr03	16250000	16300000	0	0	0.07796
chr03	16300000	16350000	0	0	0.15846
chr03	16350000	16400000	0	0	0.08182
chr03	16400000	16450000	0	0	0.02676
chr03	16450000	16500000	0	0	0.32252
chr03	16500000	16550000	0	0	0.39048
chr03	16550000	16600000	0	0	0.00042
chr03	16600000	16650000	0	0.02	0.23538
chr03	16650000	16700000	0	0	0.15804
chr03	16700000	16750000	0	0	0
chr03	16750000	16800000	0	0	0.14004
chr03	16800000	16850000	0	0	0.31334
chr03	16850000	16900000	0	0	0.12094
chr03	16900000	16950000	1	3.48	0.1895
chr03	16950000	17000000	0	7.54	0.12728
chr03	17000000	17050000	2	4.22	0.32936
chr03	17050000	17100000	0	2.28	0.13254
chr03	17100000	17150000	0	0.12	0.10286
chr03	17150000	17200000	0	0.14	0.35676
chr03	17200000	17250000	0	0	0.16188
chr03	17250000	17300000	0	0.08	0.10706
chr03	17300000	17350000	0	0.14	0.2786
chr03	17350000	17400000	0	0.06	0.1633
chr03	17400000	17450000	0	0.02	0
chr03	17450000	17500000	0	0.1	0.1361
chr03	17500000	17550000	0	0.02	0.18968
chr03	17550000	17600000	0	0.08	0.18868
chr03	17600000	17650000	0	0.08	0.12964
chr03	17650000	17700000	0	0.08	0.32126
chr03	17700000	17750000	1	0.06	0.33964
chr03	17750000	17800000	0	0.08	0.09642
chr03	17800000	17850000	0	0.1	0
chr03	17850000	17900000	0	2.02	0
chr03	17900000	17950000	0	2.28	0.02952
chr03	17950000	18000000	0	1.96	0.19728
chr03	18000000	18050000	0	2.1	0.22072
chr03	18050000	18100000	0	1.7	0.22348
chr03	18100000	18150000	0	2.38	0
chr03	18150000	18200000	0	2.1	0.00486
chr03	18200000	18250000	0	2.56	0.29496
chr03	18250000	18300000	0	3.12	0.31716
chr03	18300000	18350000	0	1.28	0.21308
chr03	18350000	18400000	0	0.6	0.13646
chr03	18400000	18450000	0	1.12	0.09528
chr03	18450000	18500000	0	4.04	0
chr03	18500000	18550000	0	4.04	0.2036
chr03	18550000	18600000	0	2.36	0.16924
chr03	18600000	18650000	0	1.96	0.15446
chr03	18650000	18700000	0	2.18	0.15726
chr03	18700000	18750000	0	3.04	0.2762
chr03	18750000	18800000	0	3.4	0.3067
chr03	18800000	18850000	0	1.02	0.5245
chr03	18850000	18900000	0	1.56	0.1811
chr03	18900000	18950000	0	1.98	0.41874
chr03	18950000	19000000	0	2.2	0.40004
chr03	19000000	19050000	0	1.06	0.52634
chr03	19050000	19100000	0	0	0.45648
chr03	19100000	19150000	0	2.22	0.22472
chr03	19150000	19200000	0	1.76	0.1711
chr03	19200000	19250000	0	2.72	0.17924
chr03	19250000	19300000	0	0.52	0.5193
chr03	19300000	19350000	0	0	0.49524
chr03	19350000	19400000	0	1	0.34202
chr03	19400000	19450000	0	2.38	0.26098
chr03	19450000	19500000	0	2.6	0.50244
chr03	19500000	19550000	0	2.1	0.29384
chr03	19550000	19600000	0	0.54	0.03342
chr03	19600000	19650000	0	1.8	0.3705
chr03	19650000	19700000	0	3.36	0.44408
chr03	19700000	19750000	0	2.54	0.34822
chr03	19750000	19800000	0	2.16	0.35584
chr03	19800000	19850000	0	3.42	0.27442
chr03	19850000	19900000	0	2.52	0.37226
chr03	19900000	19950000	0	4	0.13058
chr03	19950000	20000000	0	2.74	0.45154
chr03	20000000	20050000	0	2.38	0.23306
chr03	20050000	20100000	0	2.18	0.40372
chr03	20100000	20150000	0	2.94	0.52406
chr03	20150000	20200000	0	3.16	0.25224
chr03	20200000	20250000	0	3.42	0.15862
chr03	20250000	20300000	0	3.86	0.50908
chr03	20300000	20350000	0	3.12	0.38046
chr03	20350000	20400000	0	2.82	0.19378
chr03	20400000	20450000	0	2.66	0
chr03	20450000	20500000	0	1.9	0.27914
chr03	20500000	20550000	0	3.12	0.15182
chr03	20550000	20600000	0	3.04	0.10464
chr03	20600000	20650000	0	1.32	0.55754
chr03	20650000	20700000	0	2.08	0.03424
chr03	20700000	20750000	0	2.74	0.18988
chr03	20750000	20800000	0	2.82	0.16924
chr03	20800000	20850000	0	2.34	0.29148
chr03	20850000	20900000	0	3.04	0.2519
chr03	20900000	20950000	0	4.64	0.1695
chr03	20950000	21000000	0	4.72	0.01
chr03	21000000	21050000	0	0.92	0.05388
chr03	21050000	21100000	1	4.06	0.06352
chr03	21100000	21150000	0	2.58	0.15792
chr03	21150000	21200000	1	2.4	0.05718
chr03	21200000	21250000	0	2.58	0.2252
chr03	21250000	21300000	0	0.3	0.09456
chr03	21300000	21350000	0	0.1	0.16222
chr03	21350000	21400000	0	0.14	0.14872
chr03	21400000	21450000	2	2.26	0.21024
chr03	21450000	21500000	0	0.04	0.00912
chr03	21500000	21550000	0	0.32	0.4417
chr03	21550000	21600000	0	4.14	0.3178
chr03	21600000	21650000	0	1.34	0.08176
chr03	21650000	21700000	0	0.04	0.13336
chr03	21700000	21750000	0	0.04	0.03226
chr03	21750000	21800000	1	0.02	0.12096
chr03	21800000	21850000	0	0	0.32048
chr03	21850000	21900000	0	0	0.44138
chr03	21900000	21950000	0	0.04	0.24286
chr03	21950000	22000000	0	0.02	0.3717
chr03	22000000	22050000	0	0.02	0
chr03	22050000	22100000	0	0.04	0.05402
chr03	22100000	22150000	0	0.08	0.15654
chr03	22150000	22200000	0	0.04	0.36858
chr03	22200000	22250000	1	0.08	0.1549
chr03	22250000	22300000	1	0.02	0.07894
chr03	22300000	22350000	0	0.08	0.1452
chr03	22350000	22400000	1	0.04	0.03992
chr03	22400000	22450000	1	0	0.03288
chr03	22450000	22500000	0	0.04	0.0684
chr03	22500000	22550000	0	1	0.19622
chr03	22550000	22600000	1	3.72	0.182
chr03	22600000	22650000	0	4.36	0
chr03	22650000	22700000	0	7.48	0.0518
chr03	22700000	22750000	0	0.58	0.19238
chr03	22750000	22800000	0	0.04	0.28976
chr03	22800000	22850000	0	0	0
chr03	22850000	22900000	0	0	0.03728
chr03	22900000	22950000	0	0.04	0.06192
chr03	22950000	23000000	0	0.04	0.12482
chr03	23000000	23050000	0	0.08	0
chr03	23050000	23100000	0	0.06	0.05374
chr03	23100000	23150000	0	0.04	0.1679
chr03	23150000	23200000	0	0.02	0.40808
chr03	23200000	23250000	0	0.06	0.46498
chr03	23250000	23300000	0	0.02	0.02412
chr03	23300000	23350000	0	0.02	0.51992
chr03	23350000	23400000	0	0.02	0
chr03	23400000	23450000	0	0.02	0
chr03	23450000	23500000	1	0.08	0.06796
chr03	23500000	23550000	0	1.24	0.10896
chr03	23550000	23600000	0	4.88	0.2037
chr03	23600000	23650000	2	1.78	0.1859
chr03	23650000	23700000	0	0.08	0.27276
chr03	23700000	23750000	0	0.38	0.11328
chr03	23750000	23800000	2	0.1	0.19006
chr03	23800000	23850000	2	0.16	0
chr03	23850000	23900000	2	0.04	0
chr03	23900000	23950000	0	0.04	0.09174
chr03	23950000	24000000	1	0.04	0.14656
chr03	24000000	24050000	4	0.02	0.2841
chr03	24050000	24100000	0	0.04	0.28084
chr03	24100000	24150000	0	0	0.64866
chr03	24150000	24200000	0	0	0.01292
chr03	24200000	24250000	0	0	0
chr03	24250000	24300000	0	0	0.02632
chr03	24300000	24350000	0	0	0.13242
chr03	24350000	24400000	0	0	0.10046
chr03	24400000	24450000	3	0	0.03346
chr03	24450000	24500000	0	0	0.14016
chr03	24500000	24550000	0	0	0
chr03	24550000	24600000	0	0	0.02382
chr03	24600000	24650000	0	0	0.0268
chr03	24650000	24700000	0	0	0
chr03	24700000	24750000	0	0	0.18168
chr03	24750000	24800000	0	0	0.21378
chr03	24800000	24850000	0	0.02	0
chr03	24850000	24900000	0	0	0.19614
chr03	24900000	24950000	0	0	0.23812
chr03	24950000	25000000	2	0	0.18114
chr03	25000000	25050000	0	0	0.12178
chr03	25050000	25100000	0	0	0.09594
chr03	25100000	25150000	0	0	0.06854
chr03	25150000	25200000	0	0.02	0
chr03	25200000	25250000	3	0	0
chr03	25250000	25300000	0	3.96	0
chr03	25300000	25350000	0	4.98	0
chr03	25350000	25400000	0	4.84	0.10462
chr03	25400000	25450000	0	3.18	0.42634
chr03	25450000	25500000	0	7.2	0.15254
chr03	25500000	25550000	1	2.04	0
chr03	25550000	25600000	1	0.06	0.13568
chr03	25600000	25650000	0	0.06	0.03048
chr03	25650000	25700000	0	0.08	0.33784
chr03	25700000	25750000	0	0.14	0.29276
chr03	25750000	25800000	0	0.12	0.17622
chr03	25800000	25850000	1	0.08	0.04046
chr03	25850000	25900000	2	0.08	0.139
chr03	25900000	25950000	2	0.02	0
chr03	25950000	26000000	1	2.48	0
chr03	26000000	26050000	0	5.16	0
chr03	26050000	26100000	0	0.02	0.14248
chr03	26100000	26150000	0	0.04	0.3125
chr03	26150000	26200000	1	0.16	0.1572
chr03	26200000	26250000	0	0.14	0.04318
chr03	26250000	26300000	0	2.56	0.07938
chr03	26300000	26350000	0	3.84	0
chr03	26350000	26400000	1	0.48	0.31786
chr03	26400000	26450000	0	0.06	0.0311
chr03	26450000	26500000	1	0.08	0.22686
chr03	26500000	26550000	0	0.1	0.05538
chr03	26550000	26600000	0	0.02	0.18908
chr03	26600000	26650000	1	0.04	0.01368
chr03	26650000	26700000	0	0.14	0.11754
chr03	26700000	26750000	0	0.06	0
chr03	26750000	26800000	0	0.04	0.18002
chr03	26800000	26850000	0	0.02	0.08568
chr03	26850000	26900000	0	0.08	0.0878
chr03	26900000	26950000	0	0.04	0.25644
chr03	26950000	27000000	0	0.06	0
chr03	27000000	27050000	0	0.02	0.42088
chr03	27050000	27100000	1	0.1	0
chr03	27100000	27150000	0	0.08	0.24804
chr03	27150000	27200000	1	0.02	0.0969
chr03	27200000	27250000	2	0.04	0.187
chr03	27250000	27300000	3	0.06	0
chr03	27300000	27350000	3	0.12	0
chr03	27350000	27400000	0	0.06	0
chr03	27400000	27450000	0	2.54	0
chr03	27450000	27500000	0	4.74	0
chr03	27500000	27550000	0	4.72	0.17168
chr03	27550000	27600000	2	4.42	0.05028
chr03	27600000	27650000	1	0.56	0.09032
chr03	27650000	27700000	1	6.54	0.01766
chr03	27700000	27750000	0	4.14	0.0915
chr03	27750000	27800000	0	6.68	0.08404
chr03	27800000	27850000	0	4.44	0
chr03	27850000	27900000	0	3.3	0.0466
chr03	27900000	27950000	0	3.8	0.39562
chr03	27950000	28000000	0	3.62	0.26932
chr03	28000000	28050000	0	3.42	0
chr03	28050000	28100000	0	4.04	0.13548
chr03	28100000	28150000	0	1.12	0
chr03	28150000	28200000	0	0.1	0
chr03	28200000	28250000	0	0.06	0.17224
chr03	28250000	28300000	0	0.04	0.09662
chr03	28300000	28350000	0	0.02	0
chr03	28350000	28400000	0	0.14	0
chr03	28400000	28450000	0	0.1	0.06496
chr03	28450000	28500000	0	0.06	0.13926
chr03	28500000	28550000	2	3.96	0.15686
chr03	28550000	28600000	0	4.32	0.2835
chr03	28600000	28650000	1	6.76	0.12358
chr03	28650000	28700000	0	4.66	0
chr03	28700000	28750000	0	4.66	0
chr03	28750000	28800000	0	5.88	0
chr03	28800000	28850000	2	5.52	0
chr03	28850000	28900000	1	7.34	0
chr03	28900000	28950000	0	6.32	0.21598
chr03	28950000	29000000	1	5.32	0.61692
chr03	29000000	29050000	0	7.06	0
chr03	29050000	29100000	3	1.7	0.052
chr03	29100000	29150000	0	4.14	0.10514
chr03	29150000	29200000	1	5.5	0
chr03	29200000	29250000	0	3.54	0.00834
chr03	29250000	29300000	1	2.42	0
chr03	29300000	29350000	0	2.7	0.33886
chr03	29350000	29400000	0	3.86	0.27826
chr03	29400000	29450000	0	6.36	0
chr03	29450000	29500000	1	3.98	0
chr03	29500000	29550000	0	1.94	0
chr03	29550000	29600000	1	3.62	0
chr03	29600000	29650000	1	3.78	0.04476
chr03	29650000	29700000	0	3.42	0.20998
chr03	29700000	29750000	0	2.16	0.05546
chr03	29750000	29800000	0	5.08	0.16106
chr03	29800000	29850000	1	4.1	0
chr03	29850000	29900000	0	3.08	0
chr03	29900000	29950000	0	2.22	0.17754
chr03	29950000	30000000	0	2.88	0.24166
chr03	30000000	30050000	0	0.32	0.0762
chr03	30050000	30100000	1	0.08	0.08118
chr03	30100000	30150000	0	0.12	0.24258
chr03	30150000	30200000	0	0.02	0
chr03	30200000	30250000	1	0.08	0.06344
chr03	30250000	30300000	0	0	0.186
chr03	30300000	30350000	2	0.08	0.09154
chr03	30350000	30400000	0	1	0.08702
chr03	30400000	30450000	3	0.04	0
chr03	30450000	30500000	0	0.06	0.11908
chr03	30500000	30550000	0	0.36	0.16052
chr03	30550000	30600000	0	4.24	0
chr03	30600000	30650000	2	3.98	0
chr03	30650000	30700000	0	0.98	0.335
chr03	30700000	30750000	0	2.9	0.14098
chr03	30750000	30800000	0	5.46	0
chr03	30800000	30850000	1	5.5	0.13982
chr03	30850000	30900000	0	3.38	0.18818
chr03	30900000	30950000	0	6.26	0
chr03	30950000	31000000	0	4.66	0.19886
chr03	31000000	31050000	0	5.82	0
chr03	31050000	31100000	0	5.88	0
chr03	31100000	31150000	0	3.46	0
chr03	31150000	31200000	0	4.34	0.1082
chr03	31200000	31250000	0	4.62	0.16938
chr03	31250000	31300000	0	7.36	0.02334
chr03	31300000	31350000	3	6.3	0
chr03	31350000	31400000	0	5.74	0
chr03	31400000	31450000	0	5.76	0
chr03	31450000	31500000	1	5.48	0
chr03	31500000	31550000	1	4.04	0
chr03	31550000	31600000	0	7.46	0.01652
chr03	31600000	31650000	0	4.92	0
chr03	31650000	31700000	1	5.44	0
chr03	31700000	31750000	0	4.3	0.08388
chr03	31750000	31800000	1	2.02	0.11882
chr03	31800000	31850000	0	1.76	0.006
chr03	31850000	31900000	2	0.18	0
chr03	31900000	31950000	0	0.04	0.04344
chr03	31950000	32000000	0	0	0
chr03	32000000	32050000	0	0	0
chr03	32050000	32100000	0	0	0
chr03	32100000	32150000	10	0	0.23944
chr03	32150000	32200000	0	0	0
chr03	32200000	32250000	0	0	0.29202
chr03	32250000	32300000	0	0	0.09702
chr03	32300000	32350000	0	0	0.11798
chr03	32350000	32400000	0	0.04	0
chr03	32400000	32450000	1	0.02	0.07858
chr03	32450000	32500000	1	0.06	0.09678
chr03	32500000	32550000	0	0.06	0
chr03	32550000	32600000	0	0	0
chr03	32600000	32650000	0	0.04	0
chr03	32650000	32700000	0	3.2	0
chr03	32700000	32750000	0	3.84	0.18148
chr03	32750000	32800000	0	2.28	0.18464
chr03	32800000	32850000	0	1.98	0
chr03	32850000	32900000	0	0.82	0
chr03	32900000	32950000	1	0.1	0.1227
chr03	32950000	33000000	1	0.06	0
chr03	33000000	33050000	1	0.56	0
chr03	33050000	33100000	0	4.44	0
chr03	33100000	33150000	1	5.16	0
chr03	33150000	33200000	0	2	0.11558
chr03	33200000	33250000	1	1.1	0.06554
chr03	33250000	33300000	1	0	0
chr03	33300000	33350000	0	0.02	0.02988
chr03	33350000	33400000	0	0.06	0
chr03	33400000	33450000	0	0.02	0.1942
chr03	33450000	33500000	0	0.02	0.12326
chr03	33500000	33550000	0	0	0
chr03	33550000	33600000	0	0	0
chr03	33600000	33650000	0	0	0.17722
chr03	33650000	33700000	0	0	0.09282
chr03	33700000	33750000	1	0.02	0.09324
chr03	33750000	33800000	1	0.1	0
chr03	33800000	33850000	2	0.52	0.18892
chr03	33850000	33900000	0	0.02	0.2069
chr03	33900000	33950000	3	0.1	0
chr03	33950000	34000000	2	0.98	0.01736
chr03	34000000	34050000	0	5.2	0.01218
chr03	34050000	34100000	0	1.62	0.19168
chr03	34100000	34150000	0	0.04	0.28918
chr03	34150000	34200000	0	0.02	0.1685
chr03	34200000	34250000	0	0.06	0.0357
chr03	34250000	34300000	1	0.16	0.04248
chr03	34300000	34350000	0	0.04	0
chr03	34350000	34400000	0	2	0
chr03	34400000	34450000	1	0.04	0.01716
chr03	34450000	34500000	1	0.06	0.06888
chr03	34500000	34550000	1	0.06	0.0919
chr03	34550000	34600000	0	0.06	0.02452
chr03	34600000	34650000	0	0.04	0
chr03	34650000	34700000	1	0.06	0
chr03	34700000	34750000	0	0.06	0.0973
chr03	34750000	34800000	0	0.06	0.07266
chr03	34800000	34850000	1	0.04	0.20326
chr03	34850000	34900000	1	7.78	0.04384
chr03	34900000	34950000	0	1.18	0.03992
chr03	34950000	35000000	0	0.08	0.04126
chr03	35000000	35050000	3	0.04	0
chr03	35050000	35100000	1	0.1	0.22498
chr03	35100000	35150000	0	1.02	0.01996
chr03	35150000	35200000	2	4.72	0.07854
chr03	35200000	35250000	0	3.68	0.11958
chr03	35250000	35300000	0	9.4	0
chr03	35300000	35350000	1	3.94	0.13576
chr03	35350000	35400000	0	1.8	0.12654
chr03	35400000	35450000	1	0.28	0.03926
chr03	35450000	35500000	1	0.04	0.10428
chr03	35500000	35550000	0	3.14	0.48896
chr03	35550000	35600000	0	4.14	0
chr03	35600000	35650000	0	3.28	0.11972
chr03	35650000	35700000	0	4.38	0.15976
chr03	35700000	35750000	0	5.52	0.07458
chr03	35750000	35800000	1	4.64	0
chr03	35800000	35850000	1	4	0
chr03	35850000	35900000	1	3.74	0.1299
chr03	35900000	35950000	1	5.66	0.21208
chr03	35950000	36000000	1	3.72	0
chr03	36000000	36050000	0	3.92	0.25442
chr03	36050000	36100000	1	4.1	0.1737
chr03	36100000	36150000	0	0.4	0.11404
chr03	36150000	36200000	0	0.02	0.12266
chr03	36200000	36250000	0	0	0.30718
chr03	36250000	36300000	0	0.02	0.0337
chr03	36300000	36350000	0	0.04	0
chr03	36350000	36400000	0	0.02	0
chr03	36400000	36413819	0	0	0.041826471
chr04	0	50000	0	0.04	0.5825
chr04	50000	100000	0	0.02	0.32906
chr04	100000	150000	0	0.08	0.16612
chr04	150000	200000	0	0.06	0
chr04	200000	250000	0	0.06	0.02714
chr04	250000	300000	0	0.08	0.39848
chr04	300000	350000	0	1.52	0.20592
chr04	350000	400000	1	2.4	0
chr04	400000	450000	4	1.02	0.18652
chr04	450000	500000	0	0.06	0.09388
chr04	500000	550000	0	0.06	0.19832
chr04	550000	600000	1	0.16	0.01662
chr04	600000	650000	0	1.7	0
chr04	650000	700000	0	5.84	0.10038
chr04	700000	750000	0	4.86	0.1971
chr04	750000	800000	0	1.96	0.47226
chr04	800000	850000	0	1.82	0.62384
chr04	850000	900000	0	2.52	0.3281
chr04	900000	950000	1	1.44	0
chr04	950000	1000000	1	8.3	0.13074
chr04	1000000	1050000	0	9.88	0.22552
chr04	1050000	1100000	1	5.02	0.03728
chr04	1100000	1150000	2	3.08	0.06474
chr04	1150000	1200000	1	1.94	0.31808
chr04	1200000	1250000	2	4.08	0.24634
chr04	1250000	1300000	1	3.8	0.17414
chr04	1300000	1350000	1	3.72	0.18604
chr04	1350000	1400000	0	0.58	0.4448
chr04	1400000	1450000	0	0.2	0.29702
chr04	1450000	1500000	0	0	0.46718
chr04	1500000	1550000	0	0	0.21402
chr04	1550000	1600000	0	0	0.37406
chr04	1600000	1650000	0	0.32	0.5639
chr04	1650000	1700000	0	0.72	0.1697
chr04	1700000	1750000	0	5.82	0.00994
chr04	1750000	1800000	1	3.88	0.19292
chr04	1800000	1850000	1	4.68	0.1613
chr04	1850000	1900000	0	5.74	0.13256
chr04	1900000	1950000	0	2.6	0.55978
chr04	1950000	2000000	0	4.84	0.19092
chr04	2000000	2050000	1	5.84	0.17424
chr04	2050000	2100000	0	2.96	0.37732
chr04	2100000	2150000	0	0.12	0.4832
chr04	2150000	2200000	0	0.18	0.40128
chr04	2200000	2250000	0	4.1	0.08586
chr04	2250000	2300000	0	2.94	0.25494
chr04	2300000	2350000	0	1.14	0.2628
chr04	2350000	2400000	0	4.32	0.42652
chr04	2400000	2450000	0	8.58	0.13232
chr04	2450000	2500000	1	7.12	0.02048
chr04	2500000	2550000	0	8.62	0.3259
chr04	2550000	2600000	0	0.02	0.52468
chr04	2600000	2650000	0	0.96	0.51984
chr04	2650000	2700000	0	5.5	0.4815
chr04	2700000	2750000	0	3.26	0.48194
chr04	2750000	2800000	0	1.18	0.22256
chr04	2800000	2850000	0	4.82	0.15744
chr04	2850000	2900000	0	4.24	0.17036
chr04	2900000	2950000	0	3.98	0.3054
chr04	2950000	3000000	0	0	0.28888
chr04	3000000	3050000	0	0.52	0.44418
chr04	3050000	3100000	0	4.3	0.4237
chr04	3100000	3150000	0	3.4	0.34316
chr04	3150000	3200000	0	1.74	0.67876
chr04	3200000	3250000	0	3.24	0.37684
chr04	3250000	3300000	0	0.48	0.4558
chr04	3300000	3350000	0	3.1	0.51966
chr04	3350000	3400000	0	0	0.45474
chr04	3400000	3450000	0	5.38	0.08236
chr04	3450000	3500000	0	0.5	0.32028
chr04	3500000	3550000	0	2.86	0.22778
chr04	3550000	3600000	0	7.44	0.0783
chr04	3600000	3650000	0	9.68	0.10294
chr04	3650000	3700000	0	7.5	0.28998
chr04	3700000	3750000	0	2.7	0.30164
chr04	3750000	3800000	0	5.4	0.2022
chr04	3800000	3850000	0	4.74	0.3084
chr04	3850000	3900000	0	2.72	0.34568
chr04	3900000	3950000	0	1.48	0.3898
chr04	3950000	4000000	0	2.2	0.28574
chr04	4000000	4050000	0	0.14	0.35162
chr04	4050000	4100000	0	0	0.52334
chr04	4100000	4150000	0	0.56	0.583
chr04	4150000	4200000	0	5.48	0.31054
chr04	4200000	4250000	0	6.24	0.1877
chr04	4250000	4300000	0	6.14	0.06186
chr04	4300000	4350000	1	4.2	0.12244
chr04	4350000	4400000	0	8.02	0.17414
chr04	4400000	4450000	0	11.9	0.04366
chr04	4450000	4500000	1	2.68	0.04424
chr04	4500000	4550000	0	5	0.26374
chr04	4550000	4600000	1	3.92	0.10172
chr04	4600000	4650000	0	3.5	0.2844
chr04	4650000	4700000	0	8.52	0.09912
chr04	4700000	4750000	0	5.98	0.16704
chr04	4750000	4800000	0	5.36	0.18156
chr04	4800000	4850000	0	4.26	0.15808
chr04	4850000	4900000	0	2.78	0.12548
chr04	4900000	4950000	0	7.32	0.25418
chr04	4950000	5000000	0	1.08	0.33064
chr04	5000000	5050000	0	7.36	0.14026
chr04	5050000	5100000	0	6.42	0.37006
chr04	5100000	5150000	0	7.24	0
chr04	5150000	5200000	1	7.4	0.05914
chr04	5200000	5250000	1	3.34	0.15252
chr04	5250000	5300000	0	6.48	0.31416
chr04	5300000	5350000	0	8.7	0.16978
chr04	5350000	5400000	0	13.78	0.27084
chr04	5400000	5450000	0	7.08	0.15644
chr04	5450000	5500000	0	8.76	0.26054
chr04	5500000	5550000	0	8.88	0.227
chr04	5550000	5600000	0	5.14	0.13904
chr04	5600000	5650000	0	3.7	0.08366
chr04	5650000	5700000	0	4.2	0
chr04	5700000	5750000	0	8.12	0.04216
chr04	5750000	5800000	0	3.94	0.18578
chr04	5800000	5850000	0	15.84	0.25842
chr04	5850000	5900000	0	8.2	0.27904
chr04	5900000	5950000	0	3.48	0.2099
chr04	5950000	6000000	0	9.28	0.2826
chr04	6000000	6050000	0	8.32	0.1975
chr04	6050000	6100000	0	4.82	0.27774
chr04	6100000	6150000	0	5.84	0.34716
chr04	6150000	6200000	0	3.8	0.49504
chr04	6200000	6250000	0	4.42	0.1875
chr04	6250000	6300000	0	4.42	0.1847
chr04	6300000	6350000	0	0.4	0.20868
chr04	6350000	6400000	0	6.38	0.21826
chr04	6400000	6450000	0	9.52	0.31814
chr04	6450000	6500000	0	6.3	0
